listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent,PC1,PC2,PC3,UMAP1,UMAP2
B0005879,37.6851,5,1420.3428,13.9876,2,13,13,4,1,5.5923,2653.5036,-0.6338434455806132,-1.816591516768277,0.9647386172357396,-2.5993512,5.374233
B0000275,145.0228,2,557.7277,6.3434,4,23,14,4,1,8.1438,5692.0014,-2.9845114823919388,1.6692440564578555,1.9044001993160224,0.23214373,9.248824
B0009939,90.5238,11,4855.8027,21.1062,3,7,5,3,0,3.9665,2781.8871,2.74597940122098,0.1507502176830641,-1.4249954383724086,13.192939,3.7471209
B0003152,105.9442,13,3111.7696,23.8248,3,22,2,3,0,4.8824,3073.1419,2.3560472341864425,0.6509113194899552,-0.3355478014135433,12.934376,4.2652187
B0018143,109.9348,29,2690.0516,20.8346,4,14,4,3,1,6.0362,3163.1511,1.2838518778189132,1.3972185812649118,0.0452706117220518,0.40114805,4.6213493
B0011436,133.5751,8,1551.81,17.5765,4,9,13,2,1,3.7128,4206.6407,-0.49364479939869943,0.4877972303602033,0.11186984719792761,-0.4872694,5.956199
B0017133,113.6616,9,2418.8311,23.0722,3,14,4,2,1,3.7686,3486.1923,1.8755957062818873,0.21333832053450494,0.45690053013927395,0.074349776,3.0282068
B0002655,36.6455,18,2918.6125,22.1141,1,22,1,3,1,4.3923,1638.8788,2.8846243095773465,-1.8962963580304666,0.9591601465879201,-2.2887425,1.8513865
B0000477,59.6488,17,2353.7226,13.8108,2,22,7,2,1,3.7775,2733.4685,0.9776872151096174,-1.6716232441751446,0.7435707399838025,-3.4692082,3.3521414
B0016921,40.4819,20,1507.5071,16.4244,1,26,8,3,1,3.6012,2117.4993,0.8614264965654335,-2.6878998969769743,1.16972296788474,-3.4943614,3.702381
B0016812,99.8051,1,935.2471,10.5876,3,20,7,2,1,6.6225,4487.5175,-0.8035529733281774,0.23668548914317838,1.1939369252278254,-1.3672576,6.145682
B0015839,60.9997,0,2520.9222,16.873,2,3,5,4,0,5.9582,2540.3736,1.1108487186598826,-0.65930562885344,-1.114420182291441,14.237967,4.9773483
B0011632,146.0049,9,2225.6519,15.6432,5,10,3,4,1,5.0923,4449.032,0.6680358130176346,2.187583868305625,0.6682810124854281,2.0778189,5.15069
B0021868,77.9643,31,3294.7429,22.2479,3,8,6,2,1,5.2483,2294.4889,1.8043076388189416,0.05046802401595577,-0.7470081562201086,-0.97058654,3.8474135
B0012832,63.6797,11,1391.1197,17.314,1,13,9,3,1,5.9689,3153.5121,0.16295593273192507,-1.5230114854671668,0.5352391758917305,-2.646042,4.4361467
B0002252,98.7062,4,4900.0,24.9338,3,5,3,3,1,6.1349,3151.4278,2.924539526381058,1.1194106890893665,0.22081298114247333,1.1072116,2.816517
B0009764,79.8156,31,3514.2331,18.4439,3,22,8,1,1,4.6299,2586.4276,1.4331336757783009,-0.3127618298801525,0.05921574545433861,-3.0647116,3.377427
B0000337,64.7065,0,286.6771,2.1095,2,5,11,4,1,7.0586,3823.6333,-2.270801104420071,-1.160390114624567,0.5407094007178367,-2.5047097,6.499797
B0010000,119.3719,5,3546.9274,18.8569,4,10,5,4,1,7.2164,3911.5758,1.069289124196174,1.983843695231393,0.8229305989487843,2.3384511,5.1998973
B0009824,83.6864,11,998.6135,17.8153,2,4,7,2,0,5.1891,3393.1968,0.2753493915010311,-0.7780976487723213,-1.9001318926317436,14.653943,5.3386683
B0005394,119.5793,17,3470.7334,8.5521,4,26,8,3,1,5.9925,4336.703,0.006355503416434861,1.1752483449203686,1.3495446317865314,0.69179916,6.139359
B0012319,95.2817,10,879.3469,9.1977,3,24,10,4,1,4.7773,4150.4832,-1.0304803965863443,-0.5554000183804656,1.6400323789252298,-1.9374717,6.7687826
B0014807,42.0816,17,3645.6221,22.5424,1,1,1,3,0,5.6958,1418.4057,2.9674282466531774,-1.1873213436680905,-2.0939890919359643,14.145552,3.9008467
B0020292,147.2849,31,540.4495,14.3429,5,9,4,3,1,5.235,4345.1583,-0.3799615038148371,1.9632853963561812,-0.4052167353331654,0.29930183,6.304971
B0001518,52.6874,23,2021.5222,15.2064,1,15,11,3,1,8.0891,2666.2162,-0.36362674586869864,-1.1154747617599317,0.2968046875130692,-3.1152847,4.685306
B0007695,154.3489,23,120.0,8.0068,5,22,9,3,1,6.5199,5657.9052,-2.1183630561672553,2.0475895297773783,0.8612109520404576,-1.0346061,9.121183
B0005847,48.2709,28,3412.3018,13.2893,2,11,10,2,1,4.3834,1773.041,0.9275447601454818,-1.662962282501124,-0.4635538494998017,-3.7176952,3.516091
B0018830,97.3339,25,1344.9319,4.4842,3,2,13,1,0,4.6612,3647.2309,-1.5870234780959047,-0.6841548467515874,-2.789937183470292,15.073515,7.3707886
B0021589,64.123,3,2776.4065,8.5298,2,17,12,3,1,6.4626,3351.9647,-0.5665232776312231,-0.9976351844014293,1.1132143495015405,-2.379539,5.4204044
B0020380,147.8561,0,1634.1985,16.0811,5,26,6,4,1,6.0869,4881.4008,-0.21483317164219953,2.2911811203314523,2.20148889350625,1.7771918,6.539101
B0020045,120.9837,30,2085.2697,5.9842,3,27,15,3,1,6.0819,4247.8753,-1.7894306182097244,0.17322228080947166,0.9654136930156973,-2.3682425,8.518984
B0008167,122.075,27,2391.4203,20.8796,3,28,5,4,1,5.3313,3675.8722,1.1837119891455035,0.7749528349231373,1.4039028826026458,0.10714122,4.1694694
B0009095,149.4123,31,120.0,1.6228,5,5,11,4,1,8.2083,5652.3391,-3.2681790551832948,2.3298718381605807,-0.4507767270110217,-0.9150566,9.225443
B0015697,122.3031,2,2005.3654,5.7113,4,4,8,5,1,5.9318,4543.3007,-0.9757654814477386,1.0565216858948903,0.6702751357136499,0.9711981,7.7078075
B0020422,87.4593,32,1473.2386,11.7253,3,23,8,2,1,5.755,3062.1093,-0.3540173230461781,-0.20700064241211055,0.34517958850437497,-1.6971681,5.7757583
B0008318,134.2905,13,2250.6991,3.9303,5,13,12,2,1,7.4057,4706.3223,-1.9777863844944867,2.002393633697611,0.2806016565528501,0.17467064,8.239064
B0009835,147.0724,17,1386.3783,15.2692,5,21,3,3,1,5.9433,4667.2432,0.09950828057529097,2.3111204647987575,0.9968316396369901,1.3279146,5.8238416
B0021327,126.403,10,2814.0263,24.1169,4,11,4,5,0,6.9947,3775.4674,1.3020456547568038,2.174052836837839,-0.5422074369771618,12.700053,5.249156
B0009312,151.3572,7,2943.0804,23.9368,5,8,4,1,0,6.2626,4018.6317,1.3379112855903488,2.8666473432730046,-1.622849338880013,11.962466,5.1598554
B0019086,55.6173,21,2575.5956,20.8479,2,11,1,3,1,4.7606,2057.2455,2.355177125979764,-0.9420172602212402,0.03957104891083116,-2.0963101,2.0920699
B0000472,134.6114,8,120.0,3.7898,4,10,13,2,1,6.1988,5234.0279,-2.803942617807937,0.7945922309874606,0.19680506473721351,-0.50276154,8.813218
B0005986,138.1756,2,1686.5396,15.6313,4,8,9,5,1,7.6742,4649.6089,-0.8496401798143871,2.022867034369279,1.018395967080494,1.4922159,7.358546
B0000693,112.5944,20,1904.4017,12.4322,4,17,7,4,1,5.6334,3741.7633,-0.18093940677571457,0.9141666712596862,0.8010682669684267,0.41672197,6.407033
B0016173,81.1061,6,2630.6687,16.9714,3,26,4,5,1,2.7113,3375.4834,1.7638856125934892,-0.7993320336890678,2.154116519282068,-0.8314024,2.585826
B0000264,78.4177,22,1627.7151,16.9849,1,22,4,1,1,4.1595,2877.4787,1.3153389126526143,-1.6442214278489709,0.34316930277371355,-3.8355212,2.8344278
B0018597,73.3052,30,893.3529,6.3804,2,16,10,3,1,7.6122,3441.8947,-1.5798772928151767,-0.652228580134403,0.12587896101872162,-3.4803421,7.8387113
B0002176,65.6391,14,2065.2345,19.9134,2,19,4,4,1,5.053,2720.3683,1.4801650581875185,-0.8829854391329747,1.1307936581607456,-1.3985344,3.0255358
B0017145,124.1581,11,3450.0575,24.954,3,4,0,2,0,7.8853,3644.9527,2.2484216945085707,2.109417370033321,-1.8204263744500695,11.998662,5.1044483
B0014181,143.1278,6,812.9771,4.2993,5,3,13,3,1,5.6199,5101.0939,-2.487755210991348,1.4371339602222217,-0.019888717862385257,0.25342667,8.620189
B0017876,108.9998,13,474.6778,6.135,3,10,11,3,1,5.5772,4540.4807,-1.823724729663654,-0.19446082476756146,0.24592133383514272,-1.5988866,7.511936
B0019163,102.9625,5,3937.6655,20.6018,3,2,3,3,0,5.1703,3410.4308,2.2707278166972107,0.7276307595829419,-1.578693732217798,12.844246,4.1036325
B0018108,142.0191,18,1371.4137,9.6658,4,25,6,3,1,6.3565,4636.8653,-0.761714334813895,1.5532776590788746,1.2524088759223668,0.27002117,7.2550173
B0010317,73.0398,20,3039.1007,18.016,2,3,7,4,0,5.308,2669.0586,1.2498753067104569,-0.6262390081211946,-1.8009536080959245,14.155121,4.4827805
B0000425,128.7789,20,1091.6405,6.7837,4,4,10,4,1,5.446,4561.8494,-1.5115343955651004,0.834026020276696,-0.1918018193963573,-0.3779283,8.077719
B0008947,154.7549,6,396.369,4.0951,5,26,14,2,1,6.2005,5910.7356,-2.9821977505386212,1.6479144379928095,1.4936873923408287,-0.84701526,8.871827
B0011798,57.5461,28,2538.6628,17.6341,3,27,8,2,1,5.2668,2367.0282,0.8591473203799822,-0.6594663024832663,0.7774826804550475,-3.421232,3.3873024
B0002096,56.941,32,1948.8654,15.1317,2,23,8,1,1,4.1346,2262.3103,0.7215453804383654,-1.691529027428007,0.06933985546938816,-4.0819964,3.2608833
B0019287,78.0033,18,2513.0337,13.8382,3,13,7,4,0,5.9936,2895.1322,0.3944150712101153,0.019354583818225423,-0.9644191391421322,14.043562,5.087782
B0005668,75.4542,21,4785.8534,24.5429,3,4,5,3,0,3.5711,2634.7149,3.146278116919803,-0.17053508319765054,-2.0013008416361244,13.627539,3.528141
B0004087,116.7254,20,780.5018,9.6251,3,18,9,4,1,6.9966,4540.7997,-1.4107946970966176,0.5971604042676529,0.8828860127951554,-1.233702,7.1286654
B0012089,56.4946,11,202.4997,3.7284,2,10,11,3,1,5.9483,3320.1107,-1.8975980019618413,-1.66479192163362,0.28605680921608456,-3.255065,6.225907
B0020786,135.7093,17,120.0,3.2358,4,25,11,4,1,5.5558,5590.3481,-2.454484201747722,0.6917815072324713,1.4989332790534826,-1.1503454,8.6161175
B0004913,98.1902,3,773.2673,10.1686,3,11,9,3,1,5.8462,4236.7822,-1.0688733787362033,-0.10398087367570638,0.6710772507439043,-1.5472524,6.527632
B0015603,59.9503,25,2984.6732,19.1392,1,20,5,1,1,4.3922,2050.4513,2.0215383143827554,-1.7293823636263868,0.08982098976596684,-3.6342795,2.3749087
B0013157,150.5516,24,3361.2637,20.6343,4,11,5,1,1,7.9103,4066.2811,0.9291279660130437,2.7348548174600165,-0.4492179426288636,0.90191424,5.1018186
B0002246,153.0813,21,1581.8916,15.2441,4,11,4,3,1,6.1534,4495.2774,0.08413522240763936,1.971384739177839,0.10078840065801559,0.86371654,6.1517053
B0005160,49.6745,9,3245.6118,21.6671,1,3,4,3,1,4.7177,1889.0442,2.427616448295555,-1.6017435275773126,-0.1640952377163433,-1.5946844,1.801186
B0001510,119.831,28,120.0,7.0517,3,19,9,1,1,6.322,4278.811,-1.7625559209778416,0.23893834591229604,-0.050944344212558924,-3.1538568,8.285033
B0019041,58.3521,16,1062.8323,8.1741,2,27,9,4,1,5.932,2989.5758,-0.8374643528494029,-1.3662628784656108,1.6544112791544539,-3.1473284,5.81636
B0017503,98.2145,11,120.0,4.317,3,5,11,4,0,6.7917,4685.5856,-2.3619593701642403,-0.023208490783915525,-1.333438281558324,14.589282,6.717381
B0016528,137.1193,12,2059.4314,17.4264,4,8,6,1,1,6.4249,4053.52,0.2355631022600753,1.7460620951430226,-0.29965940829551785,0.2013484,5.8005404
B0003169,113.2385,19,1387.9053,15.0963,3,27,7,2,1,5.457,3737.1764,-0.026089149692269314,0.266085803206146,1.1061969774761686,-0.9851691,5.5973954
B0015017,148.5852,6,2958.5506,13.2728,4,16,5,3,1,5.2954,4726.5932,0.5976837650093177,1.6851693906253356,0.9791618112830484,1.5067621,5.5662427
B0019168,80.0119,2,3670.6331,3.0843,3,17,13,4,1,3.9242,3935.7255,-0.4438646611801343,-1.002287788772335,1.3600547548043855,-2.610703,5.702871
B0012263,68.8577,27,4496.5921,20.3998,2,16,3,3,1,6.4025,2312.2199,2.562806195924477,-0.048251191191773346,0.2432023162486006,-0.5563103,2.9080532
B0004567,143.1964,32,2205.3334,18.4749,4,20,2,3,1,4.5312,3758.2406,1.3103090690671015,1.496736554638526,0.38741278837536197,0.8174401,4.7268777
B0015044,42.8287,17,1750.8273,9.0106,1,27,11,3,1,3.6031,2418.3102,-0.09319452096611745,-2.911515909505251,1.3366515270472097,-4.0351624,4.7192497
B0001512,74.2022,16,2230.1876,13.118,2,17,9,1,1,5.1512,3036.5426,0.25367631358623266,-1.097104394084158,0.1805497405489781,-4.1199813,4.2236953
B0021702,112.1461,12,1608.2169,7.9187,4,17,10,4,1,5.8539,4445.6355,-1.1836570229869474,0.7047621597688807,1.0686803608221267,-0.381575,7.3765187
B0014577,141.9747,11,2257.6816,16.7975,4,17,5,3,1,6.0753,4485.491,0.44172960977521647,1.7972947240617316,0.8955732160893011,1.4116316,5.78149
B0020588,86.3637,0,120.0,6.0538,3,21,12,3,1,5.6759,4629.2449,-2.0740861885340593,-0.7077994480458404,1.5151324807299706,-2.4720907,7.245924
B0009335,56.1895,23,3038.3961,22.3527,1,27,3,3,1,5.8002,2226.9973,2.3188174730082016,-1.1712405092934395,1.193982664477685,-2.4705577,2.8573687
B0011692,51.9972,26,613.9249,3.7872,2,2,9,3,0,5.09,2467.3323,-1.2198741378239732,-1.8079289847405084,-2.3634669878641126,15.970393,6.308446
B0017978,48.9089,25,1158.7828,3.2925,3,7,11,2,0,5.4511,2448.1631,-1.4453396545250927,-1.2882824186971744,-2.1816425956276064,15.666661,6.899919
B0014615,86.0909,9,3462.8149,22.9463,2,2,2,2,0,4.8095,2742.2875,2.6576563754742746,-0.20901160718175477,-1.9718566905313724,13.680327,3.6404102
B0020754,82.4574,27,1099.3147,5.4039,3,16,9,4,1,6.32,3463.6685,-1.3320125366702724,-0.2931379586903931,0.4617179934928371,-1.9199286,6.565341
B0013775,36.4825,15,2367.0362,19.067,1,25,3,2,1,4.3992,1685.6811,2.0923116980448215,-2.1515606051364995,1.0416023512211814,-2.4248412,2.2207932
B0002284,51.6448,5,972.1106,4.2275,1,5,9,2,1,3.0542,3001.7595,-0.5000410474228574,-3.005084540336567,-0.1725537166693784,-3.8156009,5.127115
B0004285,154.2272,11,2582.1095,23.8197,5,9,6,4,1,7.1181,4543.0193,0.6504704174829476,3.076757831071245,0.5672070073751772,2.1980636,5.7904315
B0019632,41.8949,19,2372.5326,10.9965,1,26,6,1,1,6.5882,1968.0718,0.554918316885752,-1.696446768959232,0.7572784882594573,-3.6906126,4.0454135
B0019994,93.4536,11,1520.9818,14.2654,2,16,8,3,1,4.9905,3652.8306,0.07499794042975305,-0.7690977053530512,0.7645277941070422,-1.9000635,4.7313066
B0017155,78.2535,0,687.8732,9.4312,2,5,11,3,1,5.3583,3678.0507,-1.1819339378234257,-1.2501482125496104,0.29521825172307253,-2.475557,6.08881
B0008027,104.9906,19,410.3006,3.1105,3,21,10,2,1,4.9634,4425.9687,-1.796955950404525,-0.5432470882997136,0.6188602600748708,-2.7695103,7.7728405
B0008115,151.9685,13,1547.998,13.2348,5,20,9,2,1,6.8174,4806.5724,-1.050881609734775,2.37285441832901,0.82548052427127,0.49741864,7.151549
B0022499,55.6573,7,792.3172,5.5455,1,6,9,2,1,6.0498,2997.3561,-1.0720319072040625,-1.987806948800438,-0.12140601082192529,-3.501677,5.743662
B0018810,81.7537,17,1097.5981,10.8956,3,11,10,1,1,5.923,3457.5442,-0.9038902650655598,-0.405927647284525,-0.2946344126198147,-2.1929228,6.3342643
B0000880,102.7156,26,3614.4644,15.9489,3,5,2,2,0,7.3302,3240.8381,1.493650401141141,1.2774415973626858,-2.289858673878544,12.383246,4.8624864
B0014013,66.5743,13,451.4753,16.0665,2,17,10,3,1,4.6456,3177.6379,-0.3901035477458947,-1.5555983665791662,0.7554171843302542,-3.2035937,5.011069
B0003570,140.6836,13,2995.0412,22.3939,4,21,3,4,1,7.261,3988.2472,1.3106536417540449,2.459454518495486,1.3978077049792959,1.9648713,5.1668673
B0000167,101.5605,8,2794.9054,20.6957,3,5,3,4,0,5.5797,3406.8538,1.6540166005052546,0.7026616080140116,-1.2105081898013963,13.243938,4.6047115
B0008861,46.3905,16,3094.1181,5.9663,1,22,11,2,1,4.9647,2344.3067,0.019647658656215202,-2.3260865858464412,0.7689292226741441,-3.7457693,4.103923
B0013056,62.2917,12,120.0,2.1311,1,23,14,3,1,6.0701,3904.8531,-2.4415688548511647,-2.2577352167483187,1.230705143641363,-3.8301203,6.7426844
B0022430,120.1492,3,3080.6748,23.2901,3,10,3,3,1,8.0262,3901.3374,1.4741587160703602,1.8276764445249745,0.6623796249266535,2.0632386,4.817295
B0021772,101.2265,14,1269.0588,4.1513,3,13,14,3,1,4.9097,4243.9199,-1.8894896642530872,-0.6278195008475355,0.4238383695045406,-2.2767942,7.157434
B0006138,112.1585,10,1117.2203,20.0973,3,6,7,2,0,6.1505,3839.6963,0.1066420876766695,0.6365046834873701,-1.6787957080152045,13.3821,5.569787
B0019029,93.9432,32,120.0,8.5345,3,7,14,1,0,5.5815,3604.7656,-2.1299162862317695,-0.5759261378490925,-2.636266049678612,15.246244,7.413474
B0018201,120.2519,30,1599.535,1.946,4,20,12,2,1,5.8121,4532.5163,-1.955271590620766,0.5780942740972804,0.1905136994997747,-2.2123787,8.58829
B0008330,52.3286,2,2426.3503,13.551,2,14,10,3,1,6.6182,2931.7743,-0.0032853401508542734,-1.0051234911554872,0.9252856504232859,-2.2324915,5.0103483
B0012006,80.1193,19,2312.8281,15.7421,4,17,4,3,1,5.5671,3116.7377,0.8911784952530042,0.5252756217712394,0.587124168438188,0.31189585,5.2100487
B0015209,74.0011,6,3317.1444,22.376,2,18,0,5,1,4.9745,3034.541,2.8181326415347834,-0.3485975290626356,1.5805906419455704,-0.6842542,2.4423141
B0001321,104.2601,22,2659.0952,24.0878,3,17,3,2,1,5.717,3045.4852,1.8928456702811092,0.7431789943735562,0.2638931433541038,-0.10921367,3.7705379
B0001005,94.944,17,2804.9108,16.2504,2,6,6,2,0,5.9512,2957.3918,0.9533495048558431,-0.09905500178523136,-1.9372451007570637,13.8342,4.676144
B0000640,64.1771,8,2949.3308,24.0091,1,24,6,4,1,5.977,2681.1621,1.8772935149912073,-1.0478864898571938,1.728004097322503,-1.2441177,2.7732515
B0020962,92.1523,12,120.0,13.9446,2,14,7,3,1,5.9019,4027.2386,-0.6372896716467299,-0.6423332932083823,0.5875043377174028,-2.401585,5.5652637
B0008640,78.6065,15,4900.0,22.9192,3,15,2,3,1,4.8383,2747.5315,3.2534923067821717,0.316783566605586,0.5731807240816379,0.14965676,2.102938
B0020481,133.2482,29,262.8281,6.7762,4,27,15,2,1,6.9254,5100.3239,-2.8908659347021057,0.95795425682549,0.7794642605473664,-2.1715808,9.202429
B0013961,57.3929,1,3340.9115,17.6542,3,20,4,4,1,4.3879,2644.1883,1.9381646919487587,-0.6145800296093861,1.6447572815110678,-0.48821276,2.4132464
B0012090,83.5333,15,1297.4437,11.1695,2,10,10,2,1,5.0792,3430.806,-0.5401626082324871,-1.1103333766724026,-0.07735608380797776,-3.0149448,5.5534
B0007933,85.4567,32,1720.5656,5.3243,2,13,16,3,0,4.8279,3191.3821,-1.674999102991049,-1.4260511158067553,-1.7228693302954916,15.684583,6.692845
B0014366,114.2292,30,2086.6866,15.3379,3,25,6,3,1,5.8454,3368.3859,0.3822457818858939,0.5743649552140613,0.8266669262499948,-0.47819477,5.4688635
B0010641,124.1529,17,4149.3515,24.7453,4,7,0,3,0,4.9927,3688.2139,3.00468970275722,1.830226598970568,-1.5891499512126341,12.238848,4.198637
B0004497,95.8069,11,3258.9131,23.9998,3,28,2,4,1,6.6031,3162.7599,2.141481242204125,0.9880306139516469,1.9658004092197703,0.43497345,3.4233847
B0005891,145.2497,14,120.0,2.8131,5,10,15,3,1,6.6297,5701.9267,-3.426358856660606,1.5705760099035302,0.24653756396753343,-0.2965411,9.179503
B0010612,88.8692,5,3257.2715,21.5786,2,23,4,2,1,5.7396,3295.6654,1.9765016232385755,-0.10990385785000742,1.284837606571716,-0.43606344,2.7807326
B0002959,142.3652,23,2926.6239,23.2236,4,17,0,3,1,5.2782,3739.5917,2.188112605461336,2.002130189903317,0.48788434150468446,1.4686533,4.0752926
B0004524,36.4622,15,2418.7147,21.7705,1,28,2,3,1,3.9295,1897.0943,2.564973595050188,-2.1762563803802877,1.5083031036530004,-2.1749408,2.0041833
B0021408,117.5317,28,2054.7074,13.546,3,8,3,2,0,4.2656,3366.9105,0.9486596399080555,0.2909615385290797,-2.1734165133832315,13.251002,4.846242
B0002178,153.9865,28,3634.4777,24.1319,5,16,4,1,1,8.4592,3871.6128,1.2718142590351436,3.6410278320463303,-0.18533214830460443,0.98175937,4.992693
B0010450,48.86,31,2059.8711,15.2701,1,7,6,1,0,6.1183,1526.7398,0.8182035770587509,-1.5593262102537937,-2.608758816367909,14.773515,4.439158
B0018331,141.5227,8,120.0,18.6176,4,21,8,4,1,5.6951,5426.0022,-0.7946085461492579,1.3218943398299197,1.534126258393751,0.61118615,7.0175505
B0001100,48.1145,13,277.6284,7.1055,1,2,9,2,0,4.9153,2815.7016,-0.9378923660264185,-2.4577275430439776,-2.1650059589265367,15.859316,6.068447
B0017379,142.3357,7,1665.9201,14.804,5,27,6,3,1,6.8405,4811.2598,-0.4070982621426718,2.379586526900516,1.8025803561827345,1.5841687,6.502188
B0009210,116.7406,11,3532.8883,22.4644,3,19,3,3,1,6.3079,3694.8842,1.9777617295651715,1.243419340129888,1.0455237272411901,1.2216766,3.3441913
B0017803,105.5309,28,2434.4114,19.2003,3,8,7,2,0,4.7066,2928.8334,0.977155299802918,0.21023714431723423,-2.1646636990651356,13.564336,4.85209
B0022379,147.7841,23,431.0107,3.4699,4,17,9,2,1,8.5898,5217.5982,-2.60223193472536,1.9772823389600165,0.2535022633765516,-1.2361789,9.17246
B0017279,102.8236,1,1234.7825,13.9013,3,28,9,4,1,5.9096,4397.8028,-0.5820707299559622,0.11583825612937455,2.2785592378924373,-0.922726,6.521501
B0002136,104.7995,5,207.1535,1.7254,3,12,11,4,1,5.9804,4858.0461,-2.399807360363604,-0.2656972911769201,0.9083689131547755,-1.7660981,7.133621
B0021490,45.5142,10,2376.1471,5.5611,1,11,12,3,1,3.8267,2571.3823,-0.3004497662472096,-2.7913169875096435,0.363219277500611,-3.5519238,5.0081015
B0012331,105.5923,14,2701.2218,21.8256,3,26,3,3,1,5.6299,3721.8469,1.7169751100875223,0.6878853636131153,1.4566869161425489,0.5217196,3.5863807
B0014804,76.1595,31,2588.4176,2.8947,3,28,8,1,1,4.8677,2937.2009,-0.32641799294686275,-0.7864976381716103,0.48901416914879725,-4.1314397,4.498342
B0001695,36.1431,24,1450.0587,3.8823,2,9,11,1,1,5.1411,1892.8687,-1.0117944533322798,-2.1673557459166255,-0.7333689127064795,-4.7769847,5.3964796
B0000055,149.047,31,540.8641,11.1521,5,3,9,3,0,5.5975,4885.6008,-1.4673055439723186,1.8816807983657047,-2.379497540424776,12.7415085,7.213809
B0012648,135.5538,9,3517.6553,19.7348,4,28,6,2,1,5.0218,4383.327,1.3851138465627908,1.4768355936213482,1.5467869045074674,1.245522,3.9956837
B0015879,100.6398,31,1248.3599,10.0202,3,17,13,3,1,6.8151,3856.3654,-1.6157581178581208,0.12596450557258693,0.1800149543285935,-2.7354996,8.027882
B0008878,115.2939,28,1057.805,12.8029,4,4,9,1,1,6.1587,3544.7423,-0.9063398199374555,0.9202488069077355,-1.1744458186611475,-0.95544755,6.758755
B0001483,101.5392,7,2934.3503,19.6308,3,17,3,4,1,7.8684,3575.1161,1.1995606324010353,1.3380094882069606,1.2805399834510984,1.8917787,4.887888
B0009287,149.6972,32,3027.8445,10.6597,5,18,9,2,1,6.1938,4153.2543,-0.4222786681370169,2.278662278482383,0.01280039794124473,-0.015916467,6.2371697
B0016469,84.4591,29,890.621,7.4531,3,10,14,2,1,5.687,3247.7687,-1.8462941607704793,-0.6742440610255797,-0.5502690224924932,-2.8677158,7.7166576
B0016552,99.5962,13,1498.804,16.7436,3,5,9,3,0,5.8159,3909.8495,-0.18231625356681616,0.21283656495915024,-1.6318508922808013,13.848858,5.8619504
B0013395,113.9459,23,1182.9403,16.1714,4,23,6,2,1,5.9554,4105.1915,-0.09352228166953121,1.0170041252928654,0.6812801353050929,-0.37411174,5.7396545
B0018377,73.7488,9,120.0,7.0533,2,3,11,3,0,6.0705,3536.7355,-1.769164533925834,-1.184434684978016,-1.679687531063522,15.099329,6.5077386
B0001623,127.224,4,1792.6372,22.534,4,20,6,3,1,5.1752,4253.0743,0.7862909232009019,1.258032965773809,1.3519043767965164,1.4244547,5.45077
B0003228,136.0927,9,1840.3037,2.4985,3,26,12,2,1,6.9049,4815.3352,-1.9808842220084353,0.7015343157462419,1.3808453604892108,-1.670365,8.012368
B0018039,79.6718,7,962.6796,3.5133,2,18,13,4,1,4.0822,3967.9916,-1.6004531024523863,-1.8185932722936997,1.255272059154087,-3.2857776,6.150824
B0009839,142.3035,16,1278.5233,18.6913,5,12,2,2,1,6.6836,4197.3222,0.36742613227164717,2.563837231356989,0.12173816946121642,1.2978766,5.3838873
B0019203,145.5748,26,1533.6875,9.4865,4,18,13,3,1,6.1984,4707.6845,-1.7064881005475383,1.3094996576112485,0.44418549965707665,-1.3477072,8.696848
B0004816,105.5959,21,120.0,11.6439,3,5,8,2,1,5.6667,4357.6257,-1.075099131378013,-0.026311240293889322,-0.6386912660307241,-1.7346097,6.843827
B0021608,64.9799,24,1951.7743,8.9591,2,25,9,2,1,7.2636,2944.2739,-0.6016759381059729,-0.7310702901843914,0.7711005275297447,-3.5010576,7.5048165
B0014760,86.8437,7,1633.3371,9.6269,3,3,9,4,0,3.8143,3650.1576,-0.2912557743626173,-0.7672979717011722,-1.3806352919430755,14.609234,5.9147434
B0009445,43.7865,18,2221.967,22.5015,1,1,5,2,0,3.8369,1360.0851,2.0783429909866498,-2.110471341166422,-2.3981811280605827,14.801835,3.622913
B0012692,93.3902,18,1683.4789,8.9256,3,1,14,3,0,5.5905,3746.2906,-1.406867473537532,-0.3243135526758454,-2.126239330259849,14.544195,6.942096
B0015863,115.6165,6,2120.1999,13.3983,2,14,7,3,1,5.5928,4232.7174,0.21652083121308952,-0.06882535353881997,0.8020988087047863,-1.1780906,4.87917
B0005957,143.3189,3,120.0,2.6029,5,17,11,3,0,5.3267,5735.7295,-2.6108956662799474,1.3094087278775046,-0.38100433510049053,13.743039,7.1635327
B0013680,154.48,15,2835.0319,17.3202,4,15,0,5,1,5.2828,4749.1225,1.5615091285474791,2.128964879548511,1.0875918309786246,2.175297,4.7015557
B0019324,107.7405,25,3023.5232,17.0886,4,17,6,3,1,5.8727,3486.2276,0.8750338916420253,1.1679185645599441,0.40031083728681344,0.3594923,4.857378
B0018148,108.5635,32,1913.5333,5.1886,3,16,12,3,1,6.0419,3923.5266,-1.4407764512636616,0.05206850147181899,0.0570897774124977,-2.532099,7.9838824
B0007405,84.3921,3,1433.7496,4.0358,3,1,11,4,1,7.6986,4109.5418,-1.8846098844000683,0.1314208676674571,0.163756070824367,-1.5128323,7.126314
